manufacturer,productName,releaseYear,memSize,memBusWidth,gpuClock,memClock,bus,memType,G3Dmark
NVIDIA,Quadro FX 4000,2004,0.256,256,375,500,AGP 8x,GDDR3,101
NVIDIA,Quadro FX 540,2004,0.128,128,300,250,PCIe 1.0 x16,GDDR3,81
NVIDIA,GeForce FX 5100,2003,0.064,64,200,166,AGP 8x,DDR,8
NVIDIA,GeForce FX 5200,2003,0.128,128,250,200,AGP 8x,DDR,8
NVIDIA,GeForce FX 5200,2003,0.128,128,250,200,AGP 8x,DDR,8
NVIDIA,GeForce FX 5200 Ultra,2003,0.128,128,325,325,AGP 8x,DDR,12
NVIDIA,GeForce FX 5600,2003,0.128,128,325,250,AGP 8x,DDR,13
NVIDIA,GeForce FX 5600 Ultra,2003,0.128,128,400,400,AGP 8x,DDR,17
NVIDIA,GeForce FX 5700,2003,0.128,256,425,250,AGP 8x,DDR,41
NVIDIA,GeForce FX 5700 Ultra,2003,0.128,128,475,453,AGP 8x,GDDR2,34
NVIDIA,GeForce FX 5900,2003,0.128,256,400,425,AGP 8x,DDR,35
NVIDIA,GeForce FX 5900 Ultra,2003,0.256,256,450,425,AGP 8x,DDR,41
NVIDIA,GeForce FX 5950 Ultra,2003,0.256,256,475,475,AGP 8x,DDR,59
NVIDIA,GeForce FX Go5300,2003,0.064,128,275,250,AGP 8x,DDR,13
NVIDIA,GeForce FX Go5650,2003,0.128,128,325,295,AGP 8x,DDR,17
NVIDIA,GeForce PCX 5900,2003,0.128,256,350,275,PCIe 1.0 x16,DDR,34
NVIDIA,GeForce4 MX 4000,2003,0.128,64,250,166,AGP 8x,DDR,5
NVIDIA,GeForce4 Ti 4800,2003,0.128,128,300,325,AGP 8x,DDR,6
NVIDIA,GeForce4 Ti 4800,2003,0.128,128,300,325,AGP 8x,DDR,6
NVIDIA,GeForce4 Ti 4800 SE,2003,0.128,128,275,275,AGP 8x,SDR,7
NVIDIA,Quadro FX 1000,2003,0.128,128,300,300,AGP 8x,DDR2,34
NVIDIA,Quadro FX 2000,2003,0.128,128,400,400,AGP 8x,DDR2,18
NVIDIA,Quadro FX 3000,2003,0.256,256,400,425,AGP 8x,DDR,69
NVIDIA,Quadro NVS 280 PCI,2003,0.064,64,275,250,PCI,DDR,8
NVIDIA,GeForce4 420 Go,2002,0.032,64,200,200,AGP 4x,DDR,3
NVIDIA,GeForce4 440 Go,2002,0.064,128,220,220,AGP 4x,DDR,4
NVIDIA,GeForce4 448 Go,2002,0.064,128,200,200,AGP 8x,DDR,6
NVIDIA,GeForce4 MX 420,2002,0.064,128,250,166,AGP 4x,SDR,5
NVIDIA,GeForce4 MX 440,2002,0.064,128,275,200,AGP 4x,DDR,5
NVIDIA,GeForce4 MX 460,2002,0.064,128,300,225,AGP 4x,DDR,4
NVIDIA,GeForce4 Ti 4200,2002,0.064,64,250,250,AGP 4x,DDR,6
NVIDIA,GeForce4 Ti 4200,2002,0.064,128,250,250,AGP 4x,DDR,6
NVIDIA,GeForce4 Ti 4400,2002,0.128,128,275,275,AGP 4x,DDR,7
NVIDIA,GeForce4 Ti 4600,2002,0.128,128,300,324,AGP 4x,DDR,6
NVIDIA,Quadro4 380 XGL,2002,0.128,128,275,256,AGP 8x,DDR,7
NVIDIA,Quadro4 900 XGL,2002,0.128,128,300,325,AGP 4x,DDR,5
NVIDIA,Quadro4 980 XGL,2002,0.128,128,300,325,AGP 8x,DDR,5
NVIDIA,GeForce2 Ti,2001,0.064,128,250,200,AGP 4x,DDR,5
NVIDIA,GeForce3,2001,0.064,128,200,230,AGP 4x,DDR,5
NVIDIA,Quadro2 Pro,2001,0.064,128,200,250,AGP 4x,DDR,1
NVIDIA,GeForce2 Go,2000,0.064,64,143,166,AGP 4x,DDR,4
NVIDIA,GeForce2 Go,2000,0.064,128,143,166,AGP 4x,DDR,4
NVIDIA,GeForce2 MX,2000,0.032,128,175,166,AGP 4x,SDR,3
NVIDIA,GeForce2 Ultra,2000,0.064,128,250,230,AGP 4x,DDR,6
